dt,bend_repay_volume,nftfi_repay_volume,pine_repay_volume,arcade_repay_volume,jpegd_repay_volume,drops_repay_volume,x2y2_repay_volume,paraspace_repay_volume,total_repay_volume,cumu_repay_volume_bend,cumu_repay_volume_nftfi,cumu_repay_volume_pine,cumu_repay_volume_arcade,cumu_repay_volume_jpegd,cumu_repay_volume_drops,cumu_repay_volume_x2y2,cumu_repay_volume_paraspace
2023-03-24 00:00,646807.5577466491,714854.9033840982,0,105.20784739583333,0,9807.609273028645,0,182857.21220251374,1554432.4904536856,223838583.0869475,312075555.6694808,2062085.381558216,24088768.31438431,4813170.34924807,4547035.296240226,27347931.145381767,100984711.76900381
2023-03-23 00:00,2226467.5324559836,388917.42736177676,886.2893438988341,21486.0308760085,0,266.6073056297281,0,3422740.607624598,6060764.494967895,223191775.52920085,311360700.7660967,2062085.381558216,24088663.106536917,4813170.34924807,4537227.686967198,27347931.145381767,100801854.55680129
2023-03-22 00:00,2585479.076755777,522794.10644438665,0,13396.684479166663,0,357.2484918936388,0,537112.2689883544,3659139.385159578,220965307.99674487,310971783.3387349,2061199.092214317,24067177.07566091,4813170.34924807,4536961.079661568,27347931.145381767,97379113.94917668
2023-03-21 00:00,996809.1051213065,619655.2973973571,0,100175.02071875,0,25601.102461290287,0,64226.48034784308,1806467.006046547,218379828.9199891,310448989.23229057,2061199.092214317,24053780.391181745,4813170.34924807,4536603.831169674,27347931.145381767,96842001.68018833
2023-03-20 00:00,1104119.504115007,1195759.7502049347,0,9261.8981375,0,9734.163601079264,0,2160213.856652535,4479089.172711056,217383019.8148678,309829333.9348932,2061199.092214317,23953605.370462995,4813170.34924807,4511002.728708384,27347931.145381767,96777775.19984049
2023-03-19 00:00,1346189.4188466235,1688918.5709071748,19.773359686933482,0,0,44095.884277347446,0,60832626.51889054,63911850.16628137,216278900.31075278,308633574.18468827,2061199.092214317,23944343.472325496,4813170.34924807,4501268.565107305,27347931.145381767,94617561.34318796
2023-03-18 00:00,1793535.7088462594,350074.5895856397,15.541388134967837,12725.584194888877,0,3115.575411602455,0,0,2159466.999426525,214932710.89190614,306944655.6137811,2061179.3188546302,23944343.472325496,4813170.34924807,4457172.680829957,27347931.145381767,33784934.82429741
2023-03-17 00:00,563298.3997429155,419975.02614655776,0,3454.0641805555406,0,9660.302894306675,0,124987.17477215356,1121374.9677364891,213139175.18305987,306594581.02419543,2061163.7774664953,23931617.88813061,4813170.34924807,4454057.105418354,27347931.145381767,33784934.82429741
2023-03-16 00:00,428549.95484327443,406347.8784722584,1173.3294404070748,1743.096337499996,0,0,5337.9453377209875,452058.77720987453,1289873.0363033146,212575876.78331697,306174605.9980489,2061163.7774664953,23928163.823950052,4813170.34924807,4444396.802524048,27347931.145381767,33659947.64952526
2023-03-15 00:00,1600077.5539629632,556817.5812669961,0,85460.21348611126,0,12684.928480604565,0,710752.4325885752,2965792.70978525,212147326.8284737,305768258.11957663,2059990.4480260883,23926420.72761255,4813170.34924807,4444396.802524048,27342593.200044047,33207888.87231539
2023-03-14 00:00,936482.2211528119,1215575.1607336027,7.491484009092444,0,0,2856.528012,0,550600.7808872662,2705522.18226969,210547249.2745107,305211440.53830963,2059990.4480260883,23840960.51412644,4813170.34924807,4431711.874043443,27342593.200044047,32497136.439726815
2023-03-13 00:00,1181503.4288240464,336101.3994391203,17.34276178319198,2444.808791666666,0,0,0,1368963.7166138152,2889030.6964304317,209610767.0533579,303995865.37757605,2059982.956542079,23840960.51412644,4813170.34924807,4428855.346031443,27342593.200044047,31946535.65883955
2023-03-12 00:00,798231.212295551,371881.24322499085,6.846301828339032,0,0,35974.87666988848,0,1059993.9376873814,2266088.11617964,208429263.62453386,303659763.97813696,2059965.613780296,23838515.70533477,4813170.34924807,4428855.346031443,27342593.200044047,30577571.942225736
2023-03-11 00:00,307248.46121785726,331006.6531801473,4.059075752448802,78000,0,10343.48279419192,0,2534478.97106576,3261081.627333709,207631032.4122383,303287882.734912,2059958.7674784677,23838515.70533477,4813170.34924807,4392880.469361555,27342593.200044047,29517578.004538354
2023-03-10 00:00,1924423.9468461596,592548.0196342319,62.66817890490475,1500,0,8834.771266415326,0,1160228.2535554538,3687597.6594811655,207323783.95102045,302956876.08173186,2059954.7084027152,23760515.70533477,4813170.34924807,4382536.986567363,27342593.200044047,26983099.033472594
2023-03-09 00:00,845462.1723707033,2101244.7986305356,0,0,0,0,0,380813.9679451299,3327520.938946369,205399360.0041743,302364328.0620976,2059892.0402238104,23759015.70533477,4813170.34924807,4373702.215300947,27342593.200044047,25822870.77991714
2023-03-08 00:00,1969004.0579017224,446582.1065522935,0,1556.4167847222268,0,3033.9650775570963,0,219264.9671072118,2639441.513423507,204553897.8318036,300263083.2634671,2059892.0402238104,23759015.70533477,4813170.34924807,4373702.215300947,27342593.200044047,25442056.81197201
2023-03-07 00:00,3305133.8198536234,812752.338800917,0,0,0,0,0,411228.14431033254,4529114.302964873,202584893.77390188,299816501.1569148,2059892.0402238104,23757459.28855005,4813170.34924807,4370668.250223391,27342593.200044047,25222791.8448648
2023-03-06 00:00,653711.736751451,472740.8621816656,0,4388.502630555554,0,0,0,648244.5258248779,1779085.62738855,199279759.95404825,299003748.81811386,2059892.0402238104,23757459.28855005,4813170.34924807,4370668.250223391,27342593.200044047,24811563.700554468
2023-03-05 00:00,351352.05945025117,600520.2199797375,6330.645695611289,0,0,0,0,660802.5018059635,1619005.4269315633,198626048.2172968,298531007.9559322,2059892.0402238104,23753070.785919495,4813170.34924807,4370668.250223391,27342593.200044047,24163319.17472959
2023-03-04 00:00,541995.4004885328,364712.293910865,6580.442159917906,2307.3359416306507,0,0,5840.7629837151335,1089545.7750761192,2005141.2475770656,198274696.15784657,297930487.73595244,2053561.394528199,23753070.785919495,4813170.34924807,4370668.250223391,27342593.200044047,23502516.672923625
2023-03-03 00:00,2141617.3964808313,705551.3817716762,310.2926973894262,9881.698420138899,0,6377.459831,0,1125130.7161225518,3988868.945323588,197732700.75735804,297565775.4420416,2046980.952368281,23750763.449977864,4813170.34924807,4370668.250223391,27336752.437060334,22412970.897847507
2023-03-02 00:00,723204.1385275363,988939.7416612009,0,2301.011883333337,0,19920.87143200311,1835.4054159006696,558362.3374494871,2292728.1009535603,195591083.36087722,296860224.0602699,2046670.6596708917,23740881.751557726,4813170.34924807,4364290.79039239,27336752.437060334,21287840.181724954
2023-03-01 00:00,1415790.4305216575,554854.3308465112,0,0,0,9884.665428999186,0,627474.5896951623,2608004.01649233,194867879.22234967,295871284.3186087,2046670.6596708917,23738580.739674393,4813170.34924807,4344369.918960387,27334917.031644434,20729477.844275467
2023-02-28 00:00,1303925.2994374086,719601.3024969088,28.09049405366777,17445.114281249997,0,0,97848.846443582,376098.6936121131,2417098.500321734,193452088.791828,295316429.9877622,2046670.6596708917,23738580.739674393,4813170.34924807,4334485.253531388,27334917.031644434,20102003.254580304
2023-02-27 00:00,3764201.9829660635,846945.4514307416,32.61950833592651,409.48808333333363,0,48829.732975934414,17135.674200302677,704853.9483028549,5365273.223267265,192148163.4923906,294596828.6852653,2046642.569176838,23721135.625393145,4813170.34924807,4334485.253531388,27237068.18520085,19725904.56096819
2023-02-26 00:00,1256144.9864557842,280884.202105371,3673.0376492936093,30108.70208958332,0,3753.2831781814552,22340.65077356615,409763.1541054151,1984327.3655836286,188383961.50942454,293749883.23383456,2046609.9496685022,23720726.137309812,4813170.34924807,4285655.520555453,27219932.511000548,19021050.612665337
2023-02-25 00:00,1869516.0653578336,1505383.0041878177,0,0,0,1017.328117,19169.125574027003,1605024.445707812,4980940.843370464,187127816.52296874,293468999.0317292,2042936.9120192085,23690617.43522023,4813170.34924807,4281902.237377272,27197591.86022698,18611287.458559923
2023-02-24 00:00,3370058.272311878,567776.0173659916,1083.3713951524494,97977.3891666669,0,163.2972815675976,21910.780905497817,448182.6189432923,4485240.966464548,185258300.4576109,291963616.0275414,2042936.9120192085,23690617.43522023,4813170.34924807,4280884.909260272,27178422.734652955,17006263.01285211
2023-02-23 00:00,1067601.1114767506,864788.9497847488,1490.4196920620427,125,0,1794.535765026146,213567.8391596741,333171.6328729723,2268971.64959156,181888242.18529904,291395840.0101754,2041853.540624056,23592640.046053562,4813170.34924807,4280721.611978704,27156511.95374746,16558080.393908817
2023-02-22 00:00,2044050.996458548,559549.9816729382,9.059869279225886,16001.764562500008,0,0,235848.40955572473,803398.6610293094,3423010.463592575,180820641.0738223,290531051.06039065,2040363.120931994,23592515.046053562,4813170.34924807,4278927.076213678,26942944.114587784,16224908.761035845
2023-02-21 00:00,1263337.9404441419,590674.9681615963,0,2000,0,505.003597902148,82364.64753804814,365155.3991096972,2221673.3113133376,178776590.07736373,289971501.0787177,2040354.0610627148,23576513.281491064,4813170.34924807,4278927.076213678,26707095.705032058,15421510.100006536
2023-02-20 00:00,2941721.745943606,972401.3960401672,88.59003573833468,3297.463687500006,0,0,24893.706953133245,333824.24525643553,4251333.440963447,177513252.1369196,289380826.1105561,2040354.0610627148,23574513.281491064,4813170.34924807,4278422.072615776,26624731.05749401,15056354.700896839
2023-02-19 00:00,606828.665247908,552166.0212507311,4612.09836137834,14780.989194444439,0,0,71761.41507316356,419804.48553262406,1598192.2595870858,174571530.39097598,288408424.714516,2040265.4710269764,23571215.81780356,4813170.34924807,4278422.072615776,26599837.350540876,14722530.455640404
2023-02-18 00:00,1236574.1327973064,1589262.947964749,4.5787973179233035,3898.8213770833427,0,169.51566805639624,9375.980575434856,189647.5438824208,3019557.540486934,173964701.72572806,287856258.69326526,2035653.372665598,23556434.828609116,4813170.34924807,4278422.072615776,26528075.935467713,14302725.970107779
2023-02-17 00:00,557311.2368653504,1019543.0223528581,926.6665555286999,24403.17111111117,0,0,57624.712049644615,185135.82116736332,1787319.9180522116,172728127.59293076,286266995.74530053,2035648.7938682802,23552536.007232033,4813170.34924807,4278252.55694772,26518699.954892278,14113078.426225359
2023-02-16 00:00,909781.5065781897,719763.4983851705,333.90781136983776,8405.727627616645,0.000219911478018353,16097.219702837876,53526.390852045,542925.5723853929,2197307.4327104893,172170816.35606542,285247452.72294766,2034722.1273127515,23528132.836120922,4813170.34924807,4278252.55694772,26461075.242842633,13927942.605057996
2023-02-15 00:00,1179578.5172603896,653116.3224903328,15.893116026403652,69794.76787895798,9820.501934453378,0,117977.2644373803,1069364.3740174472,2981690.3766976073,171261034.84948725,284527689.22456247,2034388.2195013817,23519727.108493306,4813170.349028159,4262155.337244882,26407548.851990588,13385017.032672603
2023-02-14 00:00,846713.2424480653,561044.2884293653,3470.6447216148345,10969.701199999992,0,0,14514.194486073324,128567.08091941463,1550764.95771846,170081456.33222684,283874572.90207213,2034372.3263853553,23449932.34061435,4803349.847093706,4262155.337244882,26289571.587553207,12315652.658655155
2023-02-13 00:00,209125.11102072248,847426.2596862245,0,317330.7567027778,25809.88457565992,524.5059505626137,56150.92444155491,371160.40703697887,1771376.9249729263,169234743.08977878,283313528.61364275,2030901.6816637404,23438962.639414348,4803349.847093706,4262155.337244882,26275057.393067133,12187085.57773574
2023-02-12 00:00,209221.0044810878,470995.32525702886,0,50000,0,10479.81880793581,76343.82232094285,426506.67680848285,1167202.8253545351,169025617.97875807,282466102.3539565,2030901.6816637404,23121631.88271157,4777539.962518046,4261630.83129432,26218906.46862558,11815925.170698762
2023-02-11 00:00,554606.7239555814,122399.54386877184,221.19068795340627,7500,0,1538.6560336583366,216048.76368760338,539813.3259566711,1226079.4405026361,168816396.974277,281995107.0286995,2030901.6816637404,23071631.88271157,4777539.962518046,4251151.012486383,26142562.646304637,11389418.49389028
2023-02-10 00:00,520792.8377462601,353378.3891148488,30.790181482491896,3461.854453125001,0,4515.975511111194,34814.74173260443,262405.61307488725,1144585.460081715,168261790.25032142,281872707.48483074,2030680.490975787,23064131.88271157,4777539.962518046,4249612.356452725,25926513.882617034,10849605.16793361
2023-02-09 00:00,191223.07607499065,1642414.735212157,1077.5568453063777,7134.437543750003,0,162.06412687506293,78031.42951555956,280172.5248277555,2122184.3946308345,167740997.41257516,281519329.0957159,2030649.7007943045,23060670.028258447,4777539.962518046,4245096.380941614,25891699.14088443,10587199.554858722
2023-02-08 00:00,828507.0177331235,732141.2213194451,3360.281164587489,3567.9126141666557,0,771.6442933854421,526655.7981849882,213943.75940216734,1782291.8365268756,167549774.33650017,279876914.36050373,2029572.143948998,23053535.590714697,4777539.962518046,4244934.316814738,25813667.71136887,10307027.030030966
2023-02-07 00:00,635603.2898657112,911842.2292970311,1606.7450295856443,0,0,0,203880.5856914025,98191.79021714516,1647244.0544094732,166721267.31876704,279144773.1391843,2026211.8627844106,23049967.67810053,4777539.962518046,4244162.672521353,25287011.913183883,10093083.270628799
2023-02-06 00:00,581187.0532585322,521925.66949438176,16.353740087994144,51000,0,0,241043.63581129513,453614.26219789276,1607743.3386908947,166085664.02890134,278232930.90988725,2024605.117754825,23049967.67810053,4777539.962518046,4244162.672521353,25083131.32749248,9994891.480411654
2023-02-05 00:00,244874.9842642012,276130.98884082114,1358.4407497929917,2148.4370916666703,0,0,173626.13753163847,350891.3383043759,875404.1892508578,165504476.9756428,277711005.24039286,2024588.764014737,22998967.67810053,4777539.962518046,4244162.672521353,24842087.691681184,9541277.218213761
2023-02-04 00:00,148826.7246726387,530625.3363584017,0,100102.49291666686,0,1251.2936742699503,183246.97641997272,403276.9019537709,1184082.749575748,165259601.9913786,277434874.25155205,2023230.323264944,22996819.241008863,4777539.962518046,4244162.672521353,24668461.554149546,9190385.879909385
2023-02-03 00:00,184722.9467318246,930792.3704684182,0,0,0,0,239746.29779563443,313870.7735489761,1429386.0907492188,165110775.26670596,276904248.9151936,2023230.323264944,22896716.748092197,4777539.962518046,4242911.378847083,24485214.57772957,8787108.977955613
2023-02-02 00:00,281028.5363686262,335373.83687447855,329.3598925609929,13855.515024652768,0,802.9684996211138,151798.95683582322,219484.70872877262,850874.9253887123,164926052.31997412,275973456.5447252,2023230.323264944,22896716.748092197,4777539.962518046,4242911.378847083,24245468.279933937,8473238.204406638
2023-02-01 00:00,274698.32202931005,401942.85117663996,35.612437899313306,3072.627315000001,0,1069.5764641186859,216857.68249393714,299651.00969936466,980469.9991223328,164645023.7836055,275638082.7078507,2022900.9633723828,22882861.233067542,4777539.962518046,4242108.410347462,24093669.323098112,8253753.495677864
2023-01-31 00:00,285562.05294087634,1158908.3849752499,0,3800,0,0,168563.75372720932,64653.61840623042,1512924.0563223565,164370325.46157616,275236139.8566741,2022865.3509344836,22879788.605752543,4777539.962518046,4241038.833883343,23876811.640604176,7954102.4859785
2023-01-30 00:00,409251.1869475958,287302.30921533797,0.0005943250474347943,3800,0,5083.106500900117,307790.2348894386,399858.95450238435,1105295.5577605432,164084763.4086353,274077231.4716988,2022865.3509344836,22875988.605752543,4777539.962518046,4241038.833883343,23708247.886876967,7889448.867572269
2023-01-29 00:00,452901.4558057282,751802.393833152,615.6734795592716,3200,0,0,258162.10948641133,377670.47919792886,1586190.0023163685,163675512.2216877,273789929.16248345,2022865.3503401584,22872188.605752543,4777539.962518046,4235955.727382443,23400457.651987527,7489589.913069885
2023-01-28 00:00,234319.43374625422,270371.363900331,17.003388840083304,5411,0,0,391359.27634201845,424729.67777026317,934848.4788056884,163222610.765882,273038126.7686503,2022249.676860599,22868988.605752543,4777539.962518046,4235955.727382443,23142295.542501114,7111919.433871957
2023-01-27 00:00,614286.5910674003,324242.8380112725,0,8300,1228,34533.37871005727,104807.42552192701,197681.38255690437,1180272.1903456345,162988291.33213574,272767755.40475,2022232.673471759,22863577.605752543,4777539.962518046,4235955.727382443,22750936.266159095,6687189.756101693
2023-01-26 00:00,328261.2914188256,944799.3861149893,0,46264.301173611144,6594.339759559465,4183.925131888498,322541.18510010536,341850.3693627481,1671953.612961622,162374004.74106833,272443512.5667387,2022232.673471759,22855277.605752543,4776311.962518046,4201422.348672385,22646128.840637166,6489508.373544789
2023-01-25 00:00,944611.9029566537,540019.4872938612,0,2337.67444791666,0,0,755635.372728836,437799.83055212174,1924768.8952505533,162045743.4496495,271498713.1806237,2022232.673471759,22809013.30457893,4769717.622758486,4197238.423540497,22323587.65553706,6147658.004182041
2023-01-24 00:00,870979.0339132362,694793.4467363451,525.3458425342543,32627.933606944414,0,12753.811593890909,292689.2202704709,184609.3811412092,1796288.95283416,161101131.54669285,270958693.6933299,2022232.673471759,22806675.630131014,4769717.622758486,4197238.423540497,21567952.282808226,5709858.173629919
2023-01-23 00:00,563612.8657670282,454313.42137284577,30.427729153465858,11938.358462500004,0,0,532944.6682711589,231943.4053514839,1261838.4786830114,160230152.51277962,270263900.24659353,2021707.3276292249,22774047.69652407,4769717.622758486,4184484.6119466065,21275263.062537756,5525248.79248871
2023-01-22 00:00,877881.6413174124,1487207.0599248991,2661.0359084999955,6526.9588055555605,0,0,407212.15636490006,169007.127352354,2543283.823308721,159666539.6470126,269809586.8252207,2021676.8999000713,22762109.338061567,4769717.622758486,4184484.6119466065,20742318.394266598,5293305.387137226
2023-01-21 00:00,634778.6433769925,627427.3605568475,0,7200,0,2224.9040665805546,594479.166128585,482633.55434864154,1754264.462349062,158788658.00569516,268322379.76529583,2019015.8639915714,22755582.37925601,4769717.622758486,4184484.6119466065,20335106.2379017,5124298.259784872
2023-01-20 00:00,1147901.0577657854,726103.8206879634,558.5798424792083,104848.25820833333,0,7868.575143297916,436177.0684218101,199671.92171350223,2186952.2133613615,158153879.36231816,267694952.404739,2019015.8639915714,22748382.37925601,4769717.622758486,4182259.707880026,19740627.071773116,4641664.705436231
2023-01-19 00:00,1832060.3179591172,633609.0058208575,1359.2930678900102,199399.37193909698,0,3065.5093075643003,593239.4011946457,647739.0109220174,3317232.5090165436,157005978.30455238,266968848.58405104,2018457.2841490922,22643534.121047676,4769717.622758486,4174391.132736728,19304450.003351305,4441992.7837227285
2023-01-18 00:00,2539308.6550438353,669790.5404889688,181.14271844462002,9361.352429166638,0,783.2672423163164,343086.79149504664,423367.8976045419,3642792.8555272734,155173917.98659325,266335239.57823017,2017097.9910812022,22444134.74910858,4769717.622758486,4171325.623429164,18711210.602156658,3794253.7728007114
