dt,bend_users,nftfi_users,pine_users,arcade_users,jpegd_users,drops_users,x2y2_users,paraspace_users,cumu_bend_users,cumu_nftfi_users,cumu_pine_users,cumu_arcade_users,cumu_jpegd_users,cumu_drops_users,cumu_x2y2_users,cumu_paraspace_users
2021-08-08 00:00,0,11,0,0,0,0,0,0,0,935,0,0,0,0,0,0
2021-08-07 00:00,0,7,0,0,0,0,0,0,0,924,0,0,0,0,0,0
2021-08-06 00:00,0,12,0,0,0,0,0,0,0,917,0,0,0,0,0,0
2021-08-05 00:00,0,8,0,0,0,0,0,0,0,905,0,0,0,0,0,0
2021-08-04 00:00,0,12,0,0,0,0,0,0,0,897,0,0,0,0,0,0
2021-08-03 00:00,0,6,0,0,0,0,0,0,0,885,0,0,0,0,0,0
2021-08-02 00:00,0,11,0,0,0,0,0,0,0,879,0,0,0,0,0,0
2021-08-01 00:00,0,10,0,0,0,0,0,0,0,868,0,0,0,0,0,0
2021-07-31 00:00,0,9,0,0,0,0,0,0,0,858,0,0,0,0,0,0
2021-07-30 00:00,0,3,0,0,0,0,0,0,0,849,0,0,0,0,0,0
2021-07-29 00:00,0,7,0,0,0,0,0,0,0,846,0,0,0,0,0,0
2021-07-28 00:00,0,14,0,0,0,0,0,0,0,839,0,0,0,0,0,0
2021-07-27 00:00,0,6,0,0,0,0,0,0,0,825,0,0,0,0,0,0
2021-07-26 00:00,0,10,0,0,0,0,0,0,0,819,0,0,0,0,0,0
2021-07-25 00:00,0,8,0,0,0,0,0,0,0,809,0,0,0,0,0,0
2021-07-24 00:00,0,6,0,0,0,0,0,0,0,801,0,0,0,0,0,0
2021-07-23 00:00,0,9,0,0,0,0,0,0,0,795,0,0,0,0,0,0
2021-07-22 00:00,0,12,0,0,0,0,0,0,0,786,0,0,0,0,0,0
2021-07-21 00:00,0,8,0,0,0,0,0,0,0,774,0,0,0,0,0,0
2021-07-20 00:00,0,3,0,0,0,0,0,0,0,766,0,0,0,0,0,0
2021-07-19 00:00,0,7,0,0,0,0,0,0,0,763,0,0,0,0,0,0
2021-07-18 00:00,0,3,0,0,0,0,0,0,0,756,0,0,0,0,0,0
2021-07-17 00:00,0,6,0,0,0,0,0,0,0,753,0,0,0,0,0,0
2021-07-16 00:00,0,6,0,0,0,0,0,0,0,747,0,0,0,0,0,0
2021-07-15 00:00,0,2,0,0,0,0,0,0,0,741,0,0,0,0,0,0
2021-07-14 00:00,0,2,0,0,0,0,0,0,0,739,0,0,0,0,0,0
2021-07-13 00:00,0,4,0,0,0,0,0,0,0,737,0,0,0,0,0,0
2021-07-12 00:00,0,6,0,0,0,0,0,0,0,733,0,0,0,0,0,0
2021-07-11 00:00,0,2,0,0,0,0,0,0,0,727,0,0,0,0,0,0
2021-07-10 00:00,0,6,0,0,0,0,0,0,0,725,0,0,0,0,0,0
2021-07-09 00:00,0,6,0,0,0,0,0,0,0,719,0,0,0,0,0,0
2021-07-08 00:00,0,5,0,0,0,0,0,0,0,713,0,0,0,0,0,0
2021-07-07 00:00,0,5,0,0,0,0,0,0,0,708,0,0,0,0,0,0
2021-07-06 00:00,0,4,0,0,0,0,0,0,0,703,0,0,0,0,0,0
2021-07-05 00:00,0,4,0,0,0,0,0,0,0,699,0,0,0,0,0,0
2021-07-04 00:00,0,2,0,0,0,0,0,0,0,695,0,0,0,0,0,0
2021-07-03 00:00,0,2,0,0,0,0,0,0,0,693,0,0,0,0,0,0
2021-07-02 00:00,0,5,0,0,0,0,0,0,0,691,0,0,0,0,0,0
2021-07-01 00:00,0,1,0,0,0,0,0,0,0,686,0,0,0,0,0,0
2021-06-30 00:00,0,6,0,0,0,0,0,0,0,685,0,0,0,0,0,0
2021-06-29 00:00,0,2,0,0,0,0,0,0,0,679,0,0,0,0,0,0
2021-06-28 00:00,0,5,0,0,0,0,0,0,0,677,0,0,0,0,0,0
2021-06-27 00:00,0,4,0,0,0,0,0,0,0,672,0,0,0,0,0,0
2021-06-26 00:00,0,2,0,0,0,0,0,0,0,668,0,0,0,0,0,0
2021-06-25 00:00,0,4,0,0,0,0,0,0,0,666,0,0,0,0,0,0
2021-06-24 00:00,0,2,0,0,0,0,0,0,0,662,0,0,0,0,0,0
2021-06-23 00:00,0,4,0,0,0,0,0,0,0,660,0,0,0,0,0,0
2021-06-22 00:00,0,8,0,0,0,0,0,0,0,656,0,0,0,0,0,0
2021-06-21 00:00,0,6,0,0,0,0,0,0,0,648,0,0,0,0,0,0
2021-06-20 00:00,0,4,0,0,0,0,0,0,0,642,0,0,0,0,0,0
2021-06-19 00:00,0,3,0,0,0,0,0,0,0,638,0,0,0,0,0,0
2021-06-18 00:00,0,3,0,0,0,0,0,0,0,635,0,0,0,0,0,0
2021-06-17 00:00,0,5,0,0,0,0,0,0,0,632,0,0,0,0,0,0
2021-06-16 00:00,0,2,0,0,0,0,0,0,0,627,0,0,0,0,0,0
2021-06-15 00:00,0,4,0,0,0,0,0,0,0,625,0,0,0,0,0,0
2021-06-13 00:00,0,1,0,0,0,0,0,0,0,621,0,0,0,0,0,0
2021-06-12 00:00,0,1,0,0,0,0,0,0,0,620,0,0,0,0,0,0
2021-06-11 00:00,0,3,0,0,0,0,0,0,0,619,0,0,0,0,0,0
2021-06-10 00:00,0,4,0,0,0,0,0,0,0,616,0,0,0,0,0,0
2021-06-09 00:00,0,2,0,0,0,0,0,0,0,612,0,0,0,0,0,0
2021-06-08 00:00,0,2,0,0,0,0,0,0,0,610,0,0,0,0,0,0
2021-06-07 00:00,0,1,0,0,0,0,0,0,0,608,0,0,0,0,0,0
2021-06-06 00:00,0,2,0,0,0,0,0,0,0,607,0,0,0,0,0,0
2021-06-05 00:00,0,2,0,0,0,0,0,0,0,605,0,0,0,0,0,0
2021-06-04 00:00,0,1,0,0,0,0,0,0,0,603,0,0,0,0,0,0
2021-06-03 00:00,0,2,0,0,0,0,0,0,0,602,0,0,0,0,0,0
2021-06-02 00:00,0,3,0,0,0,0,0,0,0,600,0,0,0,0,0,0
2021-06-01 00:00,0,2,0,0,0,0,0,0,0,597,0,0,0,0,0,0
2021-05-31 00:00,0,3,0,0,0,0,0,0,0,595,0,0,0,0,0,0
2021-05-30 00:00,0,3,0,0,0,0,0,0,0,592,0,0,0,0,0,0
2021-05-29 00:00,0,1,0,0,0,0,0,0,0,589,0,0,0,0,0,0
2021-05-28 00:00,0,3,0,0,0,0,0,0,0,588,0,0,0,0,0,0
2021-05-27 00:00,0,1,0,0,0,0,0,0,0,585,0,0,0,0,0,0
2021-05-26 00:00,0,1,0,0,0,0,0,0,0,584,0,0,0,0,0,0
2021-05-25 00:00,0,3,0,0,0,0,0,0,0,583,0,0,0,0,0,0
2021-05-24 00:00,0,5,0,0,0,0,0,0,0,580,0,0,0,0,0,0
2021-05-23 00:00,0,1,0,0,0,0,0,0,0,575,0,0,0,0,0,0
2021-05-22 00:00,0,1,0,0,0,0,0,0,0,574,0,0,0,0,0,0
2021-05-21 00:00,0,2,0,0,0,0,0,0,0,573,0,0,0,0,0,0
2021-05-20 00:00,0,1,0,0,0,0,0,0,0,571,0,0,0,0,0,0
2021-05-19 00:00,0,4,0,0,0,0,0,0,0,570,0,0,0,0,0,0
2021-05-18 00:00,0,2,0,0,0,0,0,0,0,566,0,0,0,0,0,0
2021-05-17 00:00,0,3,0,0,0,0,0,0,0,564,0,0,0,0,0,0
2021-05-16 00:00,0,1,0,0,0,0,0,0,0,561,0,0,0,0,0,0
2021-05-15 00:00,0,1,0,0,0,0,0,0,0,560,0,0,0,0,0,0
2021-05-14 00:00,0,3,0,0,0,0,0,0,0,559,0,0,0,0,0,0
2021-05-13 00:00,0,2,0,0,0,0,0,0,0,556,0,0,0,0,0,0
2021-05-11 00:00,0,1,0,0,0,0,0,0,0,554,0,0,0,0,0,0
2021-05-07 00:00,0,1,0,0,0,0,0,0,0,553,0,0,0,0,0,0
2021-05-06 00:00,0,2,0,0,0,0,0,0,0,552,0,0,0,0,0,0
2021-05-05 00:00,0,2,0,0,0,0,0,0,0,550,0,0,0,0,0,0
2021-05-04 00:00,0,3,0,0,0,0,0,0,0,548,0,0,0,0,0,0
2021-05-03 00:00,0,8,0,0,0,0,0,0,0,545,0,0,0,0,0,0
2021-05-02 00:00,0,3,0,0,0,0,0,0,0,537,0,0,0,0,0,0
2021-05-01 00:00,0,3,0,0,0,0,0,0,0,534,0,0,0,0,0,0
2021-04-30 00:00,0,3,0,0,0,0,0,0,0,531,0,0,0,0,0,0
2021-04-29 00:00,0,3,0,0,0,0,0,0,0,528,0,0,0,0,0,0
2021-04-28 00:00,0,3,0,0,0,0,0,0,0,525,0,0,0,0,0,0
2021-04-26 00:00,0,1,0,0,0,0,0,0,0,522,0,0,0,0,0,0
2021-04-25 00:00,0,5,0,0,0,0,0,0,0,521,0,0,0,0,0,0
2021-04-24 00:00,0,2,0,0,0,0,0,0,0,516,0,0,0,0,0,0
2021-04-23 00:00,0,3,0,0,0,0,0,0,0,514,0,0,0,0,0,0
2021-04-21 00:00,0,2,0,0,0,0,0,0,0,511,0,0,0,0,0,0
2021-04-19 00:00,0,1,0,0,0,0,0,0,0,509,0,0,0,0,0,0
2021-04-18 00:00,0,4,0,0,0,0,0,0,0,508,0,0,0,0,0,0
2021-04-17 00:00,0,2,0,0,0,0,0,0,0,504,0,0,0,0,0,0
2021-04-16 00:00,0,2,0,0,0,0,0,0,0,502,0,0,0,0,0,0
2021-04-15 00:00,0,4,0,0,0,0,0,0,0,500,0,0,0,0,0,0
2021-04-14 00:00,0,1,0,0,0,0,0,0,0,496,0,0,0,0,0,0
2021-04-13 00:00,0,1,0,0,0,0,0,0,0,495,0,0,0,0,0,0
2021-04-12 00:00,0,2,0,0,0,0,0,0,0,494,0,0,0,0,0,0
2021-04-09 00:00,0,1,0,0,0,0,0,0,0,492,0,0,0,0,0,0
2021-04-08 00:00,0,2,0,0,0,0,0,0,0,491,0,0,0,0,0,0
2021-04-06 00:00,0,1,0,0,0,0,0,0,0,489,0,0,0,0,0,0
2021-04-05 00:00,0,2,0,0,0,0,0,0,0,488,0,0,0,0,0,0
2021-04-04 00:00,0,3,0,0,0,0,0,0,0,486,0,0,0,0,0,0
2021-04-03 00:00,0,3,0,0,0,0,0,0,0,483,0,0,0,0,0,0
2021-04-02 00:00,0,5,0,0,0,0,0,0,0,480,0,0,0,0,0,0
2021-04-01 00:00,0,1,0,0,0,0,0,0,0,475,0,0,0,0,0,0
2021-03-31 00:00,0,2,0,0,0,0,0,0,0,474,0,0,0,0,0,0
2021-03-30 00:00,0,2,0,0,0,0,0,0,0,472,0,0,0,0,0,0
2021-03-29 00:00,0,1,0,0,0,0,0,0,0,470,0,0,0,0,0,0
2021-03-28 00:00,0,1,0,0,0,0,0,0,0,469,0,0,0,0,0,0
2021-03-27 00:00,0,1,0,0,0,0,0,0,0,468,0,0,0,0,0,0
2021-03-26 00:00,0,1,0,0,0,0,0,0,0,467,0,0,0,0,0,0
2021-03-25 00:00,0,1,0,0,0,0,0,0,0,466,0,0,0,0,0,0
2021-03-24 00:00,0,1,0,0,0,0,0,0,0,465,0,0,0,0,0,0
2021-03-23 00:00,0,3,0,0,0,0,0,0,0,464,0,0,0,0,0,0
2021-03-22 00:00,0,5,0,0,0,0,0,0,0,461,0,0,0,0,0,0
2021-03-21 00:00,0,4,0,0,0,0,0,0,0,456,0,0,0,0,0,0
2021-03-20 00:00,0,4,0,0,0,0,0,0,0,452,0,0,0,0,0,0
2021-03-19 00:00,0,1,0,0,0,0,0,0,0,448,0,0,0,0,0,0
2021-03-18 00:00,0,5,0,0,0,0,0,0,0,447,0,0,0,0,0,0
2021-03-17 00:00,0,3,0,0,0,0,0,0,0,442,0,0,0,0,0,0
2021-03-16 00:00,0,3,0,0,0,0,0,0,0,439,0,0,0,0,0,0
2021-03-15 00:00,0,1,0,0,0,0,0,0,0,436,0,0,0,0,0,0
2021-03-14 00:00,0,5,0,0,0,0,0,0,0,435,0,0,0,0,0,0
2021-03-13 00:00,0,1,0,0,0,0,0,0,0,430,0,0,0,0,0,0
2021-03-12 00:00,0,1,0,0,0,0,0,0,0,429,0,0,0,0,0,0
2021-03-11 00:00,0,3,0,0,0,0,0,0,0,428,0,0,0,0,0,0
2021-03-10 00:00,0,7,0,0,0,0,0,0,0,425,0,0,0,0,0,0
2021-03-09 00:00,0,8,0,0,0,0,0,0,0,418,0,0,0,0,0,0
2021-03-08 00:00,0,3,0,0,0,0,0,0,0,410,0,0,0,0,0,0
2021-03-07 00:00,0,7,0,0,0,0,0,0,0,407,0,0,0,0,0,0
2021-03-06 00:00,0,18,0,0,0,0,0,0,0,400,0,0,0,0,0,0
2021-03-05 00:00,0,6,0,0,0,0,0,0,0,382,0,0,0,0,0,0
2021-03-04 00:00,0,19,0,0,0,0,0,0,0,376,0,0,0,0,0,0
2021-03-03 00:00,0,3,0,0,0,0,0,0,0,357,0,0,0,0,0,0
2021-03-02 00:00,0,4,0,0,0,0,0,0,0,354,0,0,0,0,0,0
2021-03-01 00:00,0,1,0,0,0,0,0,0,0,350,0,0,0,0,0,0
2021-02-28 00:00,0,2,0,0,0,0,0,0,0,349,0,0,0,0,0,0
2021-02-27 00:00,0,4,0,0,0,0,0,0,0,347,0,0,0,0,0,0
2021-02-26 00:00,0,2,0,0,0,0,0,0,0,343,0,0,0,0,0,0
2021-02-25 00:00,0,1,0,0,0,0,0,0,0,341,0,0,0,0,0,0
2021-02-21 00:00,0,2,0,0,0,0,0,0,0,340,0,0,0,0,0,0
2021-02-20 00:00,0,2,0,0,0,0,0,0,0,338,0,0,0,0,0,0
2021-02-19 00:00,0,1,0,0,0,0,0,0,0,336,0,0,0,0,0,0
2021-02-18 00:00,0,1,0,0,0,0,0,0,0,335,0,0,0,0,0,0
2021-02-17 00:00,0,1,0,0,0,0,0,0,0,334,0,0,0,0,0,0
2021-02-16 00:00,0,4,0,0,0,0,0,0,0,333,0,0,0,0,0,0
2021-02-15 00:00,0,1,0,0,0,0,0,0,0,329,0,0,0,0,0,0
2021-02-14 00:00,0,3,0,0,0,0,0,0,0,328,0,0,0,0,0,0
2021-02-13 00:00,0,1,0,0,0,0,0,0,0,325,0,0,0,0,0,0
2021-02-09 00:00,0,1,0,0,0,0,0,0,0,324,0,0,0,0,0,0
2021-02-01 00:00,0,2,0,0,0,0,0,0,0,323,0,0,0,0,0,0
2021-01-27 00:00,0,2,0,0,0,0,0,0,0,321,0,0,0,0,0,0
2021-01-25 00:00,0,1,0,0,0,0,0,0,0,319,0,0,0,0,0,0
2021-01-24 00:00,0,1,0,0,0,0,0,0,0,318,0,0,0,0,0,0
2021-01-19 00:00,0,1,0,0,0,0,0,0,0,317,0,0,0,0,0,0
2021-01-18 00:00,0,2,0,0,0,0,0,0,0,316,0,0,0,0,0,0
2021-01-17 00:00,0,1,0,0,0,0,0,0,0,314,0,0,0,0,0,0
2021-01-15 00:00,0,1,0,0,0,0,0,0,0,313,0,0,0,0,0,0
2021-01-14 00:00,0,1,0,0,0,0,0,0,0,312,0,0,0,0,0,0
2021-01-06 00:00,0,1,0,0,0,0,0,0,0,311,0,0,0,0,0,0
2021-01-02 00:00,0,1,0,0,0,0,0,0,0,310,0,0,0,0,0,0
2020-12-29 00:00,0,2,0,0,0,0,0,0,0,309,0,0,0,0,0,0
2020-12-28 00:00,0,3,0,0,0,0,0,0,0,307,0,0,0,0,0,0
2020-12-27 00:00,0,1,0,0,0,0,0,0,0,304,0,0,0,0,0,0
2020-12-26 00:00,0,2,0,0,0,0,0,0,0,303,0,0,0,0,0,0
2020-12-25 00:00,0,2,0,0,0,0,0,0,0,301,0,0,0,0,0,0
2020-12-24 00:00,0,1,0,0,0,0,0,0,0,299,0,0,0,0,0,0
2020-12-23 00:00,0,1,0,0,0,0,0,0,0,298,0,0,0,0,0,0
2020-12-22 00:00,0,2,0,0,0,0,0,0,0,297,0,0,0,0,0,0
2020-12-21 00:00,0,1,0,0,0,0,0,0,0,295,0,0,0,0,0,0
2020-12-20 00:00,0,1,0,0,0,0,0,0,0,294,0,0,0,0,0,0
2020-12-19 00:00,0,1,0,0,0,0,0,0,0,293,0,0,0,0,0,0
2020-12-18 00:00,0,1,0,0,0,0,0,0,0,292,0,0,0,0,0,0
2020-12-17 00:00,0,1,0,0,0,0,0,0,0,291,0,0,0,0,0,0
2020-12-16 00:00,0,1,0,0,0,0,0,0,0,290,0,0,0,0,0,0
2020-12-15 00:00,0,2,0,0,0,0,0,0,0,289,0,0,0,0,0,0
2020-12-12 00:00,0,1,0,0,0,0,0,0,0,287,0,0,0,0,0,0
2020-12-10 00:00,0,2,0,0,0,0,0,0,0,286,0,0,0,0,0,0
2020-12-09 00:00,0,2,0,0,0,0,0,0,0,284,0,0,0,0,0,0
2020-12-08 00:00,0,2,0,0,0,0,0,0,0,282,0,0,0,0,0,0
2020-12-06 00:00,0,1,0,0,0,0,0,0,0,280,0,0,0,0,0,0
2020-12-05 00:00,0,5,0,0,0,0,0,0,0,279,0,0,0,0,0,0
2020-12-04 00:00,0,4,0,0,0,0,0,0,0,274,0,0,0,0,0,0
2020-12-03 00:00,0,1,0,0,0,0,0,0,0,270,0,0,0,0,0,0
2020-12-02 00:00,0,2,0,0,0,0,0,0,0,269,0,0,0,0,0,0
2020-11-30 00:00,0,2,0,0,0,0,0,0,0,267,0,0,0,0,0,0
2020-11-29 00:00,0,1,0,0,0,0,0,0,0,265,0,0,0,0,0,0
2020-11-28 00:00,0,2,0,0,0,0,0,0,0,264,0,0,0,0,0,0
2020-11-27 00:00,0,1,0,0,0,0,0,0,0,262,0,0,0,0,0,0
2020-11-26 00:00,0,2,0,0,0,0,0,0,0,261,0,0,0,0,0,0
2020-11-25 00:00,0,1,0,0,0,0,0,0,0,259,0,0,0,0,0,0
2020-11-24 00:00,0,1,0,0,0,0,0,0,0,258,0,0,0,0,0,0
2020-11-23 00:00,0,2,0,0,0,0,0,0,0,257,0,0,0,0,0,0
2020-11-21 00:00,0,1,0,0,0,0,0,0,0,255,0,0,0,0,0,0
2020-11-20 00:00,0,3,0,0,0,0,0,0,0,254,0,0,0,0,0,0
2020-11-19 00:00,0,2,0,0,0,0,0,0,0,251,0,0,0,0,0,0
2020-11-18 00:00,0,2,0,0,0,0,0,0,0,249,0,0,0,0,0,0
2020-11-17 00:00,0,1,0,0,0,0,0,0,0,247,0,0,0,0,0,0
2020-11-16 00:00,0,3,0,0,0,0,0,0,0,246,0,0,0,0,0,0
2020-11-15 00:00,0,2,0,0,0,0,0,0,0,243,0,0,0,0,0,0
2020-11-14 00:00,0,1,0,0,0,0,0,0,0,241,0,0,0,0,0,0
2020-11-12 00:00,0,1,0,0,0,0,0,0,0,240,0,0,0,0,0,0
2020-11-11 00:00,0,1,0,0,0,0,0,0,0,239,0,0,0,0,0,0
2020-11-10 00:00,0,1,0,0,0,0,0,0,0,238,0,0,0,0,0,0
2020-11-09 00:00,0,2,0,0,0,0,0,0,0,237,0,0,0,0,0,0
2020-11-07 00:00,0,1,0,0,0,0,0,0,0,235,0,0,0,0,0,0
2020-11-06 00:00,0,2,0,0,0,0,0,0,0,234,0,0,0,0,0,0
2020-11-04 00:00,0,2,0,0,0,0,0,0,0,232,0,0,0,0,0,0
2020-11-03 00:00,0,4,0,0,0,0,0,0,0,230,0,0,0,0,0,0
2020-11-02 00:00,0,1,0,0,0,0,0,0,0,226,0,0,0,0,0,0
2020-11-01 00:00,0,3,0,0,0,0,0,0,0,225,0,0,0,0,0,0
2020-10-31 00:00,0,1,0,0,0,0,0,0,0,222,0,0,0,0,0,0
2020-10-30 00:00,0,1,0,0,0,0,0,0,0,221,0,0,0,0,0,0
2020-10-28 00:00,0,2,0,0,0,0,0,0,0,220,0,0,0,0,0,0
2020-10-27 00:00,0,1,0,0,0,0,0,0,0,218,0,0,0,0,0,0
2020-10-26 00:00,0,5,0,0,0,0,0,0,0,217,0,0,0,0,0,0
2020-10-25 00:00,0,2,0,0,0,0,0,0,0,212,0,0,0,0,0,0
2020-10-24 00:00,0,4,0,0,0,0,0,0,0,210,0,0,0,0,0,0
2020-10-23 00:00,0,2,0,0,0,0,0,0,0,206,0,0,0,0,0,0
2020-10-21 00:00,0,3,0,0,0,0,0,0,0,204,0,0,0,0,0,0
2020-10-20 00:00,0,5,0,0,0,0,0,0,0,201,0,0,0,0,0,0
2020-10-19 00:00,0,2,0,0,0,0,0,0,0,196,0,0,0,0,0,0
2020-10-18 00:00,0,1,0,0,0,0,0,0,0,194,0,0,0,0,0,0
2020-10-17 00:00,0,2,0,0,0,0,0,0,0,193,0,0,0,0,0,0
2020-10-15 00:00,0,1,0,0,0,0,0,0,0,191,0,0,0,0,0,0
2020-10-11 00:00,0,1,0,0,0,0,0,0,0,190,0,0,0,0,0,0
2020-10-08 00:00,0,2,0,0,0,0,0,0,0,189,0,0,0,0,0,0
2020-10-07 00:00,0,1,0,0,0,0,0,0,0,187,0,0,0,0,0,0
2020-10-06 00:00,0,2,0,0,0,0,0,0,0,186,0,0,0,0,0,0
2020-10-03 00:00,0,1,0,0,0,0,0,0,0,184,0,0,0,0,0,0
2020-09-28 00:00,0,3,0,0,0,0,0,0,0,183,0,0,0,0,0,0
2020-09-27 00:00,0,7,0,0,0,0,0,0,0,180,0,0,0,0,0,0
2020-09-25 00:00,0,1,0,0,0,0,0,0,0,173,0,0,0,0,0,0
2020-09-22 00:00,0,3,0,0,0,0,0,0,0,172,0,0,0,0,0,0
2020-09-21 00:00,0,2,0,0,0,0,0,0,0,169,0,0,0,0,0,0
2020-09-19 00:00,0,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0
2020-09-14 00:00,0,2,0,0,0,0,0,0,0,166,0,0,0,0,0,0
2020-09-13 00:00,0,1,0,0,0,0,0,0,0,164,0,0,0,0,0,0
2020-09-11 00:00,0,3,0,0,0,0,0,0,0,163,0,0,0,0,0,0
2020-09-10 00:00,0,2,0,0,0,0,0,0,0,160,0,0,0,0,0,0
2020-09-07 00:00,0,1,0,0,0,0,0,0,0,158,0,0,0,0,0,0
2020-09-06 00:00,0,1,0,0,0,0,0,0,0,157,0,0,0,0,0,0
2020-09-03 00:00,0,1,0,0,0,0,0,0,0,156,0,0,0,0,0,0
2020-09-01 00:00,0,1,0,0,0,0,0,0,0,155,0,0,0,0,0,0
2020-08-31 00:00,0,1,0,0,0,0,0,0,0,154,0,0,0,0,0,0
2020-08-30 00:00,0,1,0,0,0,0,0,0,0,153,0,0,0,0,0,0
2020-08-28 00:00,0,1,0,0,0,0,0,0,0,152,0,0,0,0,0,0
2020-08-27 00:00,0,2,0,0,0,0,0,0,0,151,0,0,0,0,0,0
2020-08-26 00:00,0,2,0,0,0,0,0,0,0,149,0,0,0,0,0,0
2020-08-25 00:00,0,2,0,0,0,0,0,0,0,147,0,0,0,0,0,0
2020-08-23 00:00,0,4,0,0,0,0,0,0,0,145,0,0,0,0,0,0
2020-08-22 00:00,0,4,0,0,0,0,0,0,0,141,0,0,0,0,0,0
2020-08-21 00:00,0,2,0,0,0,0,0,0,0,137,0,0,0,0,0,0
2020-08-19 00:00,0,1,0,0,0,0,0,0,0,135,0,0,0,0,0,0
2020-08-18 00:00,0,3,0,0,0,0,0,0,0,134,0,0,0,0,0,0
2020-08-17 00:00,0,1,0,0,0,0,0,0,0,131,0,0,0,0,0,0
2020-08-16 00:00,0,2,0,0,0,0,0,0,0,130,0,0,0,0,0,0
2020-08-15 00:00,0,1,0,0,0,0,0,0,0,128,0,0,0,0,0,0
2020-08-14 00:00,0,1,0,0,0,0,0,0,0,127,0,0,0,0,0,0
2020-08-13 00:00,0,1,0,0,0,0,0,0,0,126,0,0,0,0,0,0
2020-08-10 00:00,0,1,0,0,0,0,0,0,0,125,0,0,0,0,0,0
2020-08-09 00:00,0,2,0,0,0,0,0,0,0,124,0,0,0,0,0,0
2020-08-08 00:00,0,3,0,0,0,0,0,0,0,122,0,0,0,0,0,0
2020-08-07 00:00,0,1,0,0,0,0,0,0,0,119,0,0,0,0,0,0
2020-08-06 00:00,0,2,0,0,0,0,0,0,0,118,0,0,0,0,0,0
2020-08-05 00:00,0,2,0,0,0,0,0,0,0,116,0,0,0,0,0,0
2020-08-04 00:00,0,3,0,0,0,0,0,0,0,114,0,0,0,0,0,0
2020-08-03 00:00,0,1,0,0,0,0,0,0,0,111,0,0,0,0,0,0
2020-07-31 00:00,0,1,0,0,0,0,0,0,0,110,0,0,0,0,0,0
2020-07-30 00:00,0,5,0,0,0,0,0,0,0,109,0,0,0,0,0,0
2020-07-29 00:00,0,1,0,0,0,0,0,0,0,104,0,0,0,0,0,0
2020-07-28 00:00,0,3,0,0,0,0,0,0,0,103,0,0,0,0,0,0
2020-07-27 00:00,0,3,0,0,0,0,0,0,0,100,0,0,0,0,0,0
2020-07-26 00:00,0,3,0,0,0,0,0,0,0,97,0,0,0,0,0,0
2020-07-25 00:00,0,4,0,0,0,0,0,0,0,94,0,0,0,0,0,0
2020-07-24 00:00,0,3,0,0,0,0,0,0,0,90,0,0,0,0,0,0
2020-07-23 00:00,0,4,0,0,0,0,0,0,0,87,0,0,0,0,0,0
2020-07-22 00:00,0,2,0,0,0,0,0,0,0,83,0,0,0,0,0,0
2020-07-20 00:00,0,4,0,0,0,0,0,0,0,81,0,0,0,0,0,0
2020-07-18 00:00,0,1,0,0,0,0,0,0,0,77,0,0,0,0,0,0
2020-07-17 00:00,0,1,0,0,0,0,0,0,0,76,0,0,0,0,0,0
2020-07-16 00:00,0,2,0,0,0,0,0,0,0,75,0,0,0,0,0,0
2020-07-15 00:00,0,2,0,0,0,0,0,0,0,73,0,0,0,0,0,0
2020-07-14 00:00,0,3,0,0,0,0,0,0,0,71,0,0,0,0,0,0
2020-07-13 00:00,0,3,0,0,0,0,0,0,0,68,0,0,0,0,0,0
2020-07-09 00:00,0,8,0,0,0,0,0,0,0,65,0,0,0,0,0,0
2020-07-07 00:00,0,5,0,0,0,0,0,0,0,57,0,0,0,0,0,0
2020-07-05 00:00,0,4,0,0,0,0,0,0,0,52,0,0,0,0,0,0
2020-07-04 00:00,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0,0
2020-07-03 00:00,0,4,0,0,0,0,0,0,0,47,0,0,0,0,0,0
2020-07-02 00:00,0,2,0,0,0,0,0,0,0,43,0,0,0,0,0,0
2020-07-01 00:00,0,2,0,0,0,0,0,0,0,41,0,0,0,0,0,0
2020-06-30 00:00,0,1,0,0,0,0,0,0,0,39,0,0,0,0,0,0
2020-06-29 00:00,0,3,0,0,0,0,0,0,0,38,0,0,0,0,0,0
2020-06-28 00:00,0,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0
2020-06-24 00:00,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0
2020-06-23 00:00,0,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0
2020-06-21 00:00,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0
2020-06-20 00:00,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0
2020-06-18 00:00,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0
2020-06-17 00:00,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0
2020-06-16 00:00,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0
2020-06-14 00:00,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,0
2020-06-13 00:00,0,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0
2020-06-11 00:00,0,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0
2020-06-09 00:00,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0
2020-06-07 00:00,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0
2020-06-04 00:00,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0
